epsilon,0.05,0.1,0.15,0.2,0.25,0.3,0.35
0.05,100.0,100.0,100.0,100.0,61.2,51.7,32.6
0.1,100.0,100.0,100.0,100.0,61.2,71.0,32.2
0.15,100.0,100.0,100.0,100.0,80.6,51.8,52.9
0.2,100.0,100.0,100.0,100.0,90.3,51.6,22.6
0.25,100.0,100.0,100.0,100.0,90.3,61.2,14.1
0.3,100.0,100.0,100.0,100.0,61.3,71.0,22.6
0.35,100.0,100.0,100.0,100.0,61.2,61.4,61.3
0.4,100.0,100.0,100.0,100.0,61.2,61.2,41.9
0.45,100.0,100.0,100.0,100.0,61.3,61.3,45.2
